time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
0.055,-0.140261145997448,-0.216915325036562,0.00356800667515652,-0.0430534918760587,-0.240347017614907,0.102396089220433,-0.0120134601607446,-0.0236215257400776,-9.92025685264255e-05,-0.0656964194576091,-0.1059609978636,0.0242787960109524
0.06,-0.138368510009561,-0.215839960271838,0.00370822536108891,-0.0401817132036196,-0.245246311172452,0.103382204203651,-0.0120205563155296,-0.0249511341863931,-0.000209032574396095,-0.0649696381450813,-0.106085272413193,0.0243871472599796
0.065,-0.136549027536028,-0.214989082188785,0.00386105266296696,-0.037483953583241,-0.250019203938661,0.10433699081298,-0.0120454365152883,-0.0261361014242839,-0.000315511548515096,-0.0643409252900924,-0.106319930232803,0.0245222981740495
0.07,-0.134813428960035,-0.214358082774175,0.00402707546154307,-0.03496446022741,-0.254661115921807,0.105261018341621,-0.0120879101605557,-0.0271864704959108,-0.000418936389661448,-0.0638070762595108,-0.106660827721458,0.0246824220531115
0.075,-0.133172143530846,-0.213937966275885,0.00420661688615126,-0.0326248682281555,-0.259168569159665,0.106155291089552,-0.0121473172783108,-0.0281145948232627,-0.000519537445019414,-0.063363223396359,-0.107101886167086,0.0248652193296845
0.08,-0.131635085310776,-0.213715598126582,0.00439970896533712,-0.0304641645893221,-0.26353911891716,0.107021190308803,-0.012222574561306,-0.0289344648979988,-0.000617434137276548,-0.0630030713227079,-0.107635346515645,0.0250680254463504
0.085,-0.130211359362018,-0.213674019474484,0.00460607274879548,-0.0284786471167126,-0.267771298180181,0.107860417192767,-0.0123122203065089,-0.0296610390594405,-0.000712597117853558,-0.0627191401669818,-0.108252044388667,0.0252879242778883
0.09,-0.128908893388164,-0.213792819583331,0.00482510696660928,-0.0266618786689122,-0.271864573829357,0.108674938394636,-0.0124144551672907,-0.0303096042596784,-0.00080481900263897,-0.0625030065731011,-0.108941695238851,0.0255218626138964
0.095,-0.127734007045027,-0.214048560123448,0.00505588608079573,-0.02500464074938,-0.275819311571656,0.109466935066881,-0.0125271773745369,-0.0308951883497846,-0.000893695286571539,-0.0623455346347275,-0.10969318135256,0.0257667616756072
0.1,-0.126690937765771,-0.21441524717475,0.00529716832465016,-0.0234948938199292,-0.279636745817856,0.110238755927313,-0.0126480131155139,-0.0314320409129282,-0.000978616519694245,-0.0622370915088846,-0.110494834388584,0.0260196222103735
0.105,-0.125781347728021,-0.214864848309376,0.00554741402283963,-0.022117754749431,-0.283318950236465,0.110992874407242,-0.0127743447638736,-0.0319331953942491,-0.00105877228835901,-0.0621677451137928,-0.111334709115436,0.0262776203262294
0.11,-0.125003841084339,-0.215367853140035,0.005804814147493,-0.0208555042004768,-0.286868804663737,0.111731849548752,-0.0129033412981629,-0.0324101214437967,-0.00113316700611345,-0.062127443726359,-0.112200845815789,0.0265381918442024
0.115,-0.124353523408758,-0.215893875969765,0.0060673287023952,-0.0196876382534584,-0.290289954350421,0.112458290011475,-0.0130319962495797,-0.0328724730247304,-0.00120064699997198,-0.0621061792257334,-0.113081520317886,0.0267991035221294
0.12,-0.123821636202519,-0.216412298480996,0.00633273415010687,-0.0185909789793113,-0.293586758109353,0.113174820339147,-0.0131571787011671,-0.0333279348217941,-0.00125993789546202,-0.0620941370086496,-0.113965481659675,0.0270585100245374
0.125,-0.123395298091872,-0.216892948666936,0.00659867871817628,-0.0175398578799664,-0.296764222723382,0.113884048531762,-0.0132757021620124,-0.0337821666180297,-0.00130969087102853,-0.0620818361426309,-0.114842177895826,0.0273149959787829
0.13,-0.123057381013038,-0.217306809459696,0.00686274405500275,-0.0165063840863803,-0.299827921916017,0.114588533972382,-0.0133844146256477,-0.0342388424124289,-0.00134853598030623,-0.0620602631265553,-0.115701970478003,0.0275676028773269
0.135,-0.122786544325267,-0.217626746896808,0.00712251136954358,-0.015460805994148,-0.302783899222046,0.115290754864121,-0.0134803109572344,-0.0346997780486613,-0.00137514044005223,-0.06202100177829,-0.11653633700092,0.0278158409698512
